sample,source_db,project,group,biosample,acc,fastq_1,fastq_2,fna
uhvdb_human_metag,UHVDB,,uhvdb_human_metag,,,,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_1/human_metag_non_lq_viruses.fna.gz
