sample,source_db,project,group,biosample,acc,fastq_1,fastq_2,fna
uhgv_hq_lc,UHGV,,uhgv_hq_lc,,,,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_1/uhgv_hq_lc.fna.gz
