sample,source_db,project,group,biosample,acc,fastq_1,fastq_2,fna
uhvdb_r2025_09,UHVDB,r2025_09_02,r2025_09_02,,NA,NA,NA,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_1/r2025_09_non_lq_viruses.fna.gz
