sample,bioproject,group,biosample,acc,fastq_1,fastq_2,fna
liang_3951_enriched,PRJNA524703,liang_3951,SAMN11031320,SRR8652879,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_enriched/readdownload/SRR8652879_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_enriched/readdownload/SRR8652879_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_enriched/megahit/liang_3951_enriched.contigs.fa.gz
liang_3951_unenriched,PRJNA524703,liang_3951,SAMN11031320,SRR8652912,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_unenriched/readdownload/SRR8652912_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_unenriched/readdownload/SRR8652912_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3951/liang_3951_unenriched/megahit/liang_3951_unenriched.contigs.fa.gz
liang_3964_enriched,PRJNA524703,liang_3964,SAMN11031324,SRR8652883,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_enriched/readdownload/SRR8652883_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_enriched/readdownload/SRR8652883_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_enriched/megahit/liang_3964_enriched.contigs.fa.gz
liang_3964_unenriched,PRJNA524703,liang_3964,SAMN11031324,SRR8652916,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_unenriched/readdownload/SRR8652916_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_unenriched/readdownload/SRR8652916_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_3964/liang_3964_unenriched/megahit/liang_3964_unenriched.contigs.fa.gz
liang_4001_enriched,PRJNA524703,liang_4001,SAMN11031329,SRR8653002,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_enriched/readdownload/SRR8653002_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_enriched/readdownload/SRR8653002_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_enriched/megahit/liang_4001_enriched.contigs.fa.gz
liang_4001_unenriched,PRJNA524703,liang_4001,SAMN11031329,SRR8653035,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_unenriched/readdownload/SRR8653035_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_unenriched/readdownload/SRR8653035_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4001/liang_4001_unenriched/megahit/liang_4001_unenriched.contigs.fa.gz
liang_4014_enriched,PRJNA524703,liang_4014,SAMN11031333,SRR8652998,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_enriched/readdownload/SRR8652998_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_enriched/readdownload/SRR8652998_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_enriched/megahit/liang_4014_enriched.contigs.fa.gz
liang_4014_unenriched,PRJNA524703,liang_4014,SAMN11031333,SRR8653039,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_unenriched/readdownload/SRR8653039_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_unenriched/readdownload/SRR8653039_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4014/liang_4014_unenriched/megahit/liang_4014_unenriched.contigs.fa.gz
liang_4281_enriched,PRJNA524703,liang_4281,SAMN11031335,SRR8653005,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_enriched/readdownload/SRR8653005_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_enriched/readdownload/SRR8653005_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_enriched/megahit/liang_4281_enriched.contigs.fa.gz
liang_4281_unenriched,PRJNA524703,liang_4281,SAMN11031335,SRR8653031,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_unenriched/readdownload/SRR8653031_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_unenriched/readdownload/SRR8653031_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4281/liang_4281_unenriched/megahit/liang_4281_unenriched.contigs.fa.gz
liang_4284_enriched,PRJNA524703,liang_4284,SAMN11031336,SRR8653006,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_enriched/readdownload/SRR8653006_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_enriched/readdownload/SRR8653006_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_enriched/megahit/liang_4284_enriched.contigs.fa.gz
liang_4284_unenriched,PRJNA524703,liang_4284,SAMN11031336,SRR8653030,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_unenriched/readdownload/SRR8653030_R1.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_unenriched/readdownload/SRR8653030_R2.deacon.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/repos/uhvdb-manuscript/figure_4/activity_profiling/results/uhvdb/assemble/prjna524703/liang_4284/liang_4284_unenriched/megahit/liang_4284_unenriched.contigs.fa.gz
