sample,bioproject,group,biosample,acc,fastq_1,fastq_2
SAMEA14381407_ERR10814824_cf,prjeb52317,ERR10814824,SAMEA14381407,ERR10814824,,
SAMEA14381322_ERR10814740_cf,prjeb52317,ERR10814740,SAMEA14381322,ERR10814740,,
SAMEA14381372_ERR10814790_cf,prjeb52317,ERR10814790,SAMEA14381372,ERR10814790,,
SAMEA14381335_ERR10814753_cf,prjeb52317,ERR10814753,SAMEA14381335,ERR10814753,,
SAMEA14381341_ERR10814759_cf,prjeb52317,ERR10814759,SAMEA14381341,ERR10814759,,
SAMEA14381362_ERR10814780_cf,prjeb52317,ERR10814780,SAMEA14381362,ERR10814780,,
SAMEA14381446_ERR10814863_cf,prjeb52317,ERR10814863,SAMEA14381446,ERR10814863,,
SAMEA14381424_ERR10814841_cf,prjeb52317,ERR10814841,SAMEA14381424,ERR10814841,,
SAMEA14381319_ERR10814737_cf,prjeb52317,ERR10814737,SAMEA14381319,ERR10814737,,
SAMEA14381354_ERR10814772_cf,prjeb52317,ERR10814772,SAMEA14381354,ERR10814772,,
SAMEA14381451_ERR10814868_cf,prjeb52317,ERR10814868,SAMEA14381451,ERR10814868,,
SAMEA14381460_ERR10814877_cf,prjeb52317,ERR10814877,SAMEA14381460,ERR10814877,,
SAMEA14381361_ERR10814779_cf,prjeb52317,ERR10814779,SAMEA14381361,ERR10814779,,
SAMEA14381323_ERR10814741_cf,prjeb52317,ERR10814741,SAMEA14381323,ERR10814741,,
SAMEA14381373_ERR10814791_cf,prjeb52317,ERR10814791,SAMEA14381373,ERR10814791,,
SAMEA14381400_ERR10814817_cf,prjeb52317,ERR10814817,SAMEA14381400,ERR10814817,,
SAMEA14381431_ERR10814848_cf,prjeb52317,ERR10814848,SAMEA14381431,ERR10814848,,
SAMEA14381363_ERR10814781_cf,prjeb52317,ERR10814781,SAMEA14381363,ERR10814781,,
SAMEA14381447_ERR10814864_cf,prjeb52317,ERR10814864,SAMEA14381447,ERR10814864,,
SAMEA14381466_ERR10814883_cf,prjeb52317,ERR10814883,SAMEA14381466,ERR10814883,,
SAMEA14381414_ERR10814831_cf,prjeb52317,ERR10814831,SAMEA14381414,ERR10814831,,
SAMEA14381355_ERR10814773_cf,prjeb52317,ERR10814773,SAMEA14381355,ERR10814773,,
SAMEA14381454_ERR10814871_cf,prjeb52317,ERR10814871,SAMEA14381454,ERR10814871,,
SAMEA14381338_ERR10814756_cf,prjeb52317,ERR10814756,SAMEA14381338,ERR10814756,,
SAMEA14381368_ERR10814786_cf,prjeb52317,ERR10814786,SAMEA14381368,ERR10814786,,
SAMEA14381408_ERR10814825_cf,prjeb52317,ERR10814825,SAMEA14381408,ERR10814825,,
SAMEA14381334_ERR10814752_cf,prjeb52317,ERR10814752,SAMEA14381334,ERR10814752,,
SAMEA14381444_ERR10814861_cf,prjeb52317,ERR10814861,SAMEA14381444,ERR10814861,,
SAMEA14381356_ERR10814774_cf,prjeb52317,ERR10814774,SAMEA14381356,ERR10814774,,
SAMEA14381456_ERR10814873_cf,prjeb52317,ERR10814873,SAMEA14381456,ERR10814873,,
SAMEA14381473_ERR10814890_cf,prjeb52317,ERR10814890,SAMEA14381473,ERR10814890,,
SAMEA14381428_ERR10814845_cf,prjeb52317,ERR10814845,SAMEA14381428,ERR10814845,,
SAMEA14381343_ERR10814761_cf,prjeb52317,ERR10814761,SAMEA14381343,ERR10814761,,
SAMEA14381387_ERR10814805_cf,prjeb52317,ERR10814805,SAMEA14381387,ERR10814805,,
SAMN40589497_SRR28442043_cf,prjna1091195,SRR28442043,SAMN40589497,SRR28442043,,
SAMN40589503_SRR28442036_cf,prjna1091195,SRR28442036,SAMN40589503,SRR28442036,,
SAMN40589472_SRR28442061_cf,prjna1091195,SRR28442061,SAMN40589472,SRR28442061,,
SAMN40589511_SRR28442027_cf,prjna1091195,SRR28442027,SAMN40589511,SRR28442027,,
SAMN40589507_SRR28442032_cf,prjna1091195,SRR28442032,SAMN40589507,SRR28442032,,
SAMN40589505_SRR28442034_cf,prjna1091195,SRR28442034,SAMN40589505,SRR28442034,,
SAMN40589493_SRR28442047_cf,prjna1091195,SRR28442047,SAMN40589493,SRR28442047,,
SAMN40589490_SRR28442051_cf,prjna1091195,SRR28442051,SAMN40589490,SRR28442051,,
SAMN40589508_SRR28442031_cf,prjna1091195,SRR28442031,SAMN40589508,SRR28442031,,
SAMN40589498_SRR28442042_cf,prjna1091195,SRR28442042,SAMN40589498,SRR28442042,,
SAMN40589506_SRR28442033_cf,prjna1091195,SRR28442033,SAMN40589506,SRR28442033,,
SAMN40589496_SRR28442044_cf,prjna1091195,SRR28442044,SAMN40589496,SRR28442044,,
SAMN40589495_SRR28442045_cf,prjna1091195,SRR28442045,SAMN40589495,SRR28442045,,
SAMN40589473_SRR28442050_cf,prjna1091195,SRR28442050,SAMN40589473,SRR28442050,,
SAMN40589483_SRR28442058_cf,prjna1091195,SRR28442058,SAMN40589483,SRR28442058,,
SAMN40589485_SRR28442056_cf,prjna1091195,SRR28442056,SAMN40589485,SRR28442056,,
SAMN40589480_SRR28442019_cf,prjna1091195,SRR28442019,SAMN40589480,SRR28442019,,
SAMN40589492_SRR28442048_cf,prjna1091195,SRR28442048,SAMN40589492,SRR28442048,,
SAMN40589481_SRR28442060_cf,prjna1091195,SRR28442060,SAMN40589481,SRR28442060,,
SAMN40589491_SRR28442049_cf,prjna1091195,SRR28442049,SAMN40589491,SRR28442049,,
SAMN40589488_SRR28442053_cf,prjna1091195,SRR28442053,SAMN40589488,SRR28442053,,
SAMN40589512_SRR28442026_cf,prjna1091195,SRR28442026,SAMN40589512,SRR28442026,,
SAMN40589514_SRR28442024_cf,prjna1091195,SRR28442024,SAMN40589514,SRR28442024,,
SAMN40589482_SRR28442059_cf,prjna1091195,SRR28442059,SAMN40589482,SRR28442059,,
SAMN40589513_SRR28442025_cf,prjna1091195,SRR28442025,SAMN40589513,SRR28442025,,
SAMN40589474_SRR28442039_cf,prjna1091195,SRR28442039,SAMN40589474,SRR28442039,,
SAMN40589477_SRR28442022_cf,prjna1091195,SRR28442022,SAMN40589477,SRR28442022,,
SAMN40589489_SRR28442052_cf,prjna1091195,SRR28442052,SAMN40589489,SRR28442052,,
SAMN40589487_SRR28442054_cf,prjna1091195,SRR28442054,SAMN40589487,SRR28442054,,
SAMN40589501_SRR28442038_cf,prjna1091195,SRR28442038,SAMN40589501,SRR28442038,,
SAMN40589475_SRR28442028_cf,prjna1091195,SRR28442028,SAMN40589475,SRR28442028,,
SAMN40589478_SRR28442021_cf,prjna1091195,SRR28442021,SAMN40589478,SRR28442021,,
SAMN40589509_SRR28442030_cf,prjna1091195,SRR28442030,SAMN40589509,SRR28442030,,
SAMN40589499_SRR28442041_cf,prjna1091195,SRR28442041,SAMN40589499,SRR28442041,,
SAMN40589494_SRR28442046_cf,prjna1091195,SRR28442046,SAMN40589494,SRR28442046,,
SAMN40589510_SRR28442029_cf,prjna1091195,SRR28442029,SAMN40589510,SRR28442029,,
SAMN40589471_SRR28442062_cf,prjna1091195,SRR28442062,SAMN40589471,SRR28442062,,
SAMN40589502_SRR28442037_cf,prjna1091195,SRR28442037,SAMN40589502,SRR28442037,,
SAMN40589500_SRR28442040_cf,prjna1091195,SRR28442040,SAMN40589500,SRR28442040,,
SAMN40589479_SRR28442020_cf,prjna1091195,SRR28442020,SAMN40589479,SRR28442020,,
SAMN40589484_SRR28442057_cf,prjna1091195,SRR28442057,SAMN40589484,SRR28442057,,
SAMN40589486_SRR28442055_cf,prjna1091195,SRR28442055,SAMN40589486,SRR28442055,,
SAMN40589476_SRR28442023_cf,prjna1091195,SRR28442023,SAMN40589476,SRR28442023,,
SAMN40589504_SRR28442035_cf,prjna1091195,SRR28442035,SAMN40589504,SRR28442035,,
SAMEA12946940_ERR8531623_cf,prjeb50802,ERR8531623,SAMEA12946940,ERR8531623,,
SAMEA12946950_ERR8531633_cf,prjeb50802,ERR8531633,SAMEA12946950,ERR8531633,,
SAMEA12946971_ERR8531654_cf,prjeb50802,ERR8531654,SAMEA12946971,ERR8531654,,
SAMEA12946961_ERR8531644_cf,prjeb50802,ERR8531644,SAMEA12946961,ERR8531644,,
SAMEA12946938_ERR8531621_cf,prjeb50802,ERR8531621,SAMEA12946938,ERR8531621,,
SAMEA12946939_ERR8531622_cf,prjeb50802,ERR8531622,SAMEA12946939,ERR8531622,,
SAMEA12946956_ERR8531639_cf,prjeb50802,ERR8531639,SAMEA12946956,ERR8531639,,
SAMEA12946970_ERR8531653_cf,prjeb50802,ERR8531653,SAMEA12946970,ERR8531653,,
SAMEA12946945_ERR8531628_cf,prjeb50802,ERR8531628,SAMEA12946945,ERR8531628,,
SAMEA12946978_ERR8531661_cf,prjeb50802,ERR8531661,SAMEA12946978,ERR8531661,,
SAMEA12946989_ERR8531672_cf,prjeb50802,ERR8531672,SAMEA12946989,ERR8531672,,
SAMEA12946958_ERR8531641_cf,prjeb50802,ERR8531641,SAMEA12946958,ERR8531641,,
SAMEA12946944_ERR8531627_cf,prjeb50802,ERR8531627,SAMEA12946944,ERR8531627,,
SAMEA12946968_ERR8531651_cf,prjeb50802,ERR8531651,SAMEA12946968,ERR8531651,,
SAMEA12946994_ERR8531677_cf,prjeb50802,ERR8531677,SAMEA12946994,ERR8531677,,
SAMEA12946954_ERR8531637_cf,prjeb50802,ERR8531637,SAMEA12946954,ERR8531637,,
SAMEA12946992_ERR8531675_cf,prjeb50802,ERR8531675,SAMEA12946992,ERR8531675,,
SAMEA12946943_ERR8531626_cf,prjeb50802,ERR8531626,SAMEA12946943,ERR8531626,,
SAMEA12946959_ERR8531642_cf,prjeb50802,ERR8531642,SAMEA12946959,ERR8531642,,
SAMEA12946952_ERR8531635_cf,prjeb50802,ERR8531635,SAMEA12946952,ERR8531635,,
SAMEA12946975_ERR8531658_cf,prjeb50802,ERR8531658,SAMEA12946975,ERR8531658,,
SAMEA12946979_ERR8531662_cf,prjeb50802,ERR8531662,SAMEA12946979,ERR8531662,,
SAMEA12946966_ERR8531649_cf,prjeb50802,ERR8531649,SAMEA12946966,ERR8531649,,
SAMEA12946942_ERR8531625_cf,prjeb50802,ERR8531625,SAMEA12946942,ERR8531625,,
SAMEA12946976_ERR8531659_cf,prjeb50802,ERR8531659,SAMEA12946976,ERR8531659,,
SAMEA12946988_ERR8531671_cf,prjeb50802,ERR8531671,SAMEA12946988,ERR8531671,,
SAMEA12946941_ERR8531624_cf,prjeb50802,ERR8531624,SAMEA12946941,ERR8531624,,
SAMEA12946965_ERR8531648_cf,prjeb50802,ERR8531648,SAMEA12946965,ERR8531648,,
SAMEA12946955_ERR8531638_cf,prjeb50802,ERR8531638,SAMEA12946955,ERR8531638,,
SAMEA12946948_ERR8531631_cf,prjeb50802,ERR8531631,SAMEA12946948,ERR8531631,,
SAMEA12946974_ERR8531657_cf,prjeb50802,ERR8531657,SAMEA12946974,ERR8531657,,
SAMEA12946982_ERR8531665_cf,prjeb50802,ERR8531665,SAMEA12946982,ERR8531665,,
SAMEA12946960_ERR8531643_cf,prjeb50802,ERR8531643,SAMEA12946960,ERR8531643,,
SAMEA12946953_ERR8531636_cf,prjeb50802,ERR8531636,SAMEA12946953,ERR8531636,,
SAMEA12946991_ERR8531674_cf,prjeb50802,ERR8531674,SAMEA12946991,ERR8531674,,
SAMEA12946972_ERR8531655_cf,prjeb50802,ERR8531655,SAMEA12946972,ERR8531655,,
SAMN24107298_SRR17301416_cf,prjna788640,SRR17301416,SAMN24107298,SRR17301416,,
SAMN24107295_SRR17301419_cf,prjna788640,SRR17301419,SAMN24107295,SRR17301419,,
SAMN24107292_SRR17301407_cf,prjna788640,SRR17301407,SAMN24107292,SRR17301407,,
SAMN24107288_SRR17301411_cf,prjna788640,SRR17301411,SAMN24107288,SRR17301411,,
SAMN24107297_SRR17301417_cf,prjna788640,SRR17301417,SAMN24107297,SRR17301417,,
SAMN24107299_SRR17301415_cf,prjna788640,SRR17301415,SAMN24107299,SRR17301415,,
SAMN24107291_SRR17301408_cf,prjna788640,SRR17301408,SAMN24107291,SRR17301408,,
SAMN24107287_SRR17301412_cf,prjna788640,SRR17301412,SAMN24107287,SRR17301412,,
SAMN24107294_SRR17301405_cf,prjna788640,SRR17301405,SAMN24107294,SRR17301405,,
SAMN24107301_SRR17301413_cf,prjna788640,SRR17301413,SAMN24107301,SRR17301413,,
SAMN24107286_SRR17301420_cf,prjna788640,SRR17301420,SAMN24107286,SRR17301420,,
SAMN24107296_SRR17301418_cf,prjna788640,SRR17301418,SAMN24107296,SRR17301418,,
SAMN24107289_SRR17301410_cf,prjna788640,SRR17301410,SAMN24107289,SRR17301410,,
SAMN24107293_SRR17301406_cf,prjna788640,SRR17301406,SAMN24107293,SRR17301406,,
SAMN24107285_SRR17301421_cf,prjna788640,SRR17301421,SAMN24107285,SRR17301421,,
SAMN24107300_SRR17301414_cf,prjna788640,SRR17301414,SAMN24107300,SRR17301414,,
SAMN24107290_SRR17301409_cf,prjna788640,SRR17301409,SAMN24107290,SRR17301409,,
SAMEA110233619_ERR9901955_cf,prjeb54014,ERR9901955,SAMEA110233619,ERR9901955,,
SAMEA110233641_ERR9902028_cf,prjeb54014,ERR9902028,SAMEA110233641,ERR9902028,,
SAMEA110233627_ERR9901973_cf,prjeb54014,ERR9901973,SAMEA110233627,ERR9901973,,
SAMEA110233636_ERR9902019_cf,prjeb54014,ERR9902019,SAMEA110233636,ERR9902019,,
SAMEA110233650_ERR9902021_cf,prjeb54014,ERR9902021,SAMEA110233650,ERR9902021,,
SAMEA110233637_ERR9902000_cf,prjeb54014,ERR9902000,SAMEA110233637,ERR9902000,,
SAMEA110233612_ERR9901987_cf,prjeb54014,ERR9901987,SAMEA110233612,ERR9901987,,
SAMEA110233600_ERR9901986_cf,prjeb54014,ERR9901986,SAMEA110233600,ERR9901986,,
SAMEA110233610_ERR9901993_cf,prjeb54014,ERR9901993,SAMEA110233610,ERR9901993,,
SAMEA110233611_ERR9901975_cf,prjeb54014,ERR9901975,SAMEA110233611,ERR9901975,,
SAMEA110233635_ERR9902003_cf,prjeb54014,ERR9902003,SAMEA110233635,ERR9902003,,
SAMEA110233659_ERR9902029_cf,prjeb54014,ERR9902029,SAMEA110233659,ERR9902029,,
SAMEA110233646_ERR9902031_cf,prjeb54014,ERR9902031,SAMEA110233646,ERR9902031,,
SAMEA110233616_ERR9901963_cf,prjeb54014,ERR9901963,SAMEA110233616,ERR9901963,,
SAMEA110233670_ERR9902047_cf,prjeb54014,ERR9902047,SAMEA110233670,ERR9902047,,
SAMEA110233605_ERR9901992_cf,prjeb54014,ERR9901992,SAMEA110233605,ERR9901992,,
SAMEA110233591_ERR9901983_cf,prjeb54014,ERR9901983,SAMEA110233591,ERR9901983,,
SAMEA110233594_ERR9901980_cf,prjeb54014,ERR9901980,SAMEA110233594,ERR9901980,,
SAMEA110233648_ERR9902056_cf,prjeb54014,ERR9902056,SAMEA110233648,ERR9902056,,
SAMEA110233639_ERR9902025_cf,prjeb54014,ERR9902025,SAMEA110233639,ERR9902025,,
SAMEA110233602_ERR9901981_cf,prjeb54014,ERR9901981,SAMEA110233602,ERR9901981,,
SAMEA110233664_ERR9902034_cf,prjeb54014,ERR9902034,SAMEA110233664,ERR9902034,,
SAMEA110233668_ERR9902046_cf,prjeb54014,ERR9902046,SAMEA110233668,ERR9902046,,
SAMEA110233626_ERR9901982_cf,prjeb54014,ERR9901982,SAMEA110233626,ERR9901982,,
SAMEA110233599_ERR9901958_cf,prjeb54014,ERR9901958,SAMEA110233599,ERR9901958,,
SAMEA110233595_ERR9901989_cf,prjeb54014,ERR9901989,SAMEA110233595,ERR9901989,,
SAMEA110233617_ERR9901951_cf,prjeb54014,ERR9901951,SAMEA110233617,ERR9901951,,
SAMEA110233657_ERR9902038_cf,prjeb54014,ERR9902038,SAMEA110233657,ERR9902038,,
SAMEA110233604_ERR9901956_cf,prjeb54014,ERR9901956,SAMEA110233604,ERR9901956,,
SAMEA110233663_ERR9902053_cf,prjeb54014,ERR9902053,SAMEA110233663,ERR9902053,,
SAMEA110233669_ERR9902050_cf,prjeb54014,ERR9902050,SAMEA110233669,ERR9902050,,
SAMEA110233597_ERR9901978_cf,prjeb54014,ERR9901978,SAMEA110233597,ERR9901978,,
SAMEA110233655_ERR9902054_cf,prjeb54014,ERR9902054,SAMEA110233655,ERR9902054,,
SAMEA110233623_ERR9901977_cf,prjeb54014,ERR9901977,SAMEA110233623,ERR9901977,,
SAMEA110233614_ERR9901976_cf,prjeb54014,ERR9901976,SAMEA110233614,ERR9901976,,
SAMEA110233630_ERR9901974_cf,prjeb54014,ERR9901974,SAMEA110233630,ERR9901974,,
SAMEA110233658_ERR9902043_cf,prjeb54014,ERR9902043,SAMEA110233658,ERR9902043,,
SAMEA110233654_ERR9902040_cf,prjeb54014,ERR9902040,SAMEA110233654,ERR9902040,,
SAMEA110233652_ERR9902044_cf,prjeb54014,ERR9902044,SAMEA110233652,ERR9902044,,
SAMEA110233613_ERR9901968_cf,prjeb54014,ERR9901968,SAMEA110233613,ERR9901968,,
SAMEA110233606_ERR9901967_cf,prjeb54014,ERR9901967,SAMEA110233606,ERR9901967,,
SAMEA110233662_ERR9902039_cf,prjeb54014,ERR9902039,SAMEA110233662,ERR9902039,,
SAMEA110233640_ERR9902027_cf,prjeb54014,ERR9902027,SAMEA110233640,ERR9902027,,
SAMEA110233598_ERR9901995_cf,prjeb54014,ERR9901995,SAMEA110233598,ERR9901995,,
SAMEA110233667_ERR9902051_cf,prjeb54014,ERR9902051,SAMEA110233667,ERR9902051,,
SAMEA110233607_ERR9901970_cf,prjeb54014,ERR9901970,SAMEA110233607,ERR9901970,,
SAMEA110233660_ERR9902048_cf,prjeb54014,ERR9902048,SAMEA110233660,ERR9902048,,
SAMEA110233649_ERR9902049_cf,prjeb54014,ERR9902049,SAMEA110233649,ERR9902049,,
SAMEA110233638_ERR9902026_cf,prjeb54014,ERR9902026,SAMEA110233638,ERR9902026,,
SAMEA110233622_ERR9901964_cf,prjeb54014,ERR9901964,SAMEA110233622,ERR9901964,,
SAMEA110233661_ERR9902035_cf,prjeb54014,ERR9902035,SAMEA110233661,ERR9902035,,
SAMEA110233593_ERR9901979_cf,prjeb54014,ERR9901979,SAMEA110233593,ERR9901979,,
SAMEA110233603_ERR9901971_cf,prjeb54014,ERR9901971,SAMEA110233603,ERR9901971,,
SAMEA110233601_ERR9901908_cf,prjeb54014,ERR9901908,SAMEA110233601,ERR9901908,,
SAMEA110233615_ERR9901985_cf,prjeb54014,ERR9901985,SAMEA110233615,ERR9901985,,
SAMEA110233609_ERR9901994_cf,prjeb54014,ERR9901994,SAMEA110233609,ERR9901994,,
SAMEA110233628_ERR9901960_cf,prjeb54014,ERR9901960,SAMEA110233628,ERR9901960,,
SAMEA110233653_ERR9902055_cf,prjeb54014,ERR9902055,SAMEA110233653,ERR9902055,,
SAMEA110233642_ERR9902041_cf,prjeb54014,ERR9902041,SAMEA110233642,ERR9902041,,
SAMEA110233631_ERR9901969_cf,prjeb54014,ERR9901969,SAMEA110233631,ERR9901969,,
SAMEA110233620_ERR9901961_cf,prjeb54014,ERR9901961,SAMEA110233620,ERR9901961,,
SAMEA110233624_ERR9901966_cf,prjeb54014,ERR9901966,SAMEA110233624,ERR9901966,,
SAMEA110233618_ERR9901984_cf,prjeb54014,ERR9901984,SAMEA110233618,ERR9901984,,
SAMEA110233629_ERR9902005_cf,prjeb54014,ERR9902005,SAMEA110233629,ERR9902005,,
SAMEA110233647_ERR9902023_cf,prjeb54014,ERR9902023,SAMEA110233647,ERR9902023,,
SAMEA110233592_ERR9901990_cf,prjeb54014,ERR9901990,SAMEA110233592,ERR9901990,,
SAMEA110233633_ERR9901998_cf,prjeb54014,ERR9901998,SAMEA110233633,ERR9901998,,
SAMEA110233634_ERR9901999_cf,prjeb54014,ERR9901999,SAMEA110233634,ERR9901999,,
SAMEA110233621_ERR9901991_cf,prjeb54014,ERR9901991,SAMEA110233621,ERR9901991,,
SAMEA110233656_ERR9902037_cf,prjeb54014,ERR9902037,SAMEA110233656,ERR9902037,,
SAMEA110233625_ERR9901972_cf,prjeb54014,ERR9901972,SAMEA110233625,ERR9901972,,
SAMEA110233666_ERR9902052_cf,prjeb54014,ERR9902052,SAMEA110233666,ERR9902052,,
SAMEA110233643_ERR9902020_cf,prjeb54014,ERR9902020,SAMEA110233643,ERR9902020,,
SAMEA110233665_ERR9902033_cf,prjeb54014,ERR9902033,SAMEA110233665,ERR9902033,,
SAMEA110233645_ERR9902036_cf,prjeb54014,ERR9902036,SAMEA110233645,ERR9902036,,
SAMEA110233632_ERR9901997_cf,prjeb54014,ERR9901997,SAMEA110233632,ERR9901997,,
SAMEA110233644_ERR9902018_cf,prjeb54014,ERR9902018,SAMEA110233644,ERR9902018,,
SAMEA110233596_ERR9901996_cf,prjeb54014,ERR9901996,SAMEA110233596,ERR9901996,,
SAMEA110233651_ERR9902045_cf,prjeb54014,ERR9902045,SAMEA110233651,ERR9902045,,
SAMEA110233608_ERR9901988_cf,prjeb54014,ERR9901988,SAMEA110233608,ERR9901988,,
SAMN33100517_SRR23346264_cf,prjna931830,SRR23346264,SAMN33100517,SRR23346264,,
SAMN33100463_SRR23346096_cf,prjna931830,SRR23346096,SAMN33100463,SRR23346096,,
SAMN33100536_SRR23346171_cf,prjna931830,SRR23346171,SAMN33100536,SRR23346171,,
SAMN33100501_SRR23346281_cf,prjna931830,SRR23346281,SAMN33100501,SRR23346281,,
SAMN33100642_SRR23346221_cf,prjna931830,SRR23346221,SAMN33100642,SRR23346221,,
SAMN33100429_SRR23346198_cf,prjna931830,SRR23346198,SAMN33100429,SRR23346198,,
SAMN33100613_SRR23346253_cf,prjna931830,SRR23346253,SAMN33100613,SRR23346253,,
SAMN33100590_SRR23346070_cf,prjna931830,SRR23346070,SAMN33100590,SRR23346070,,
SAMN33100593_SRR23346067_cf,prjna931830,SRR23346067,SAMN33100593,SRR23346067,,
SAMN33100479_SRR23346078_cf,prjna931830,SRR23346078,SAMN33100479,SRR23346078,,
SAMN33100437_SRR23346190_cf,prjna931830,SRR23346190,SAMN33100437,SRR23346190,,
SAMN33100575_SRR23346111_cf,prjna931830,SRR23346111,SAMN33100575,SRR23346111,,
SAMN33100533_SRR23346174_cf,prjna931830,SRR23346174,SAMN33100533,SRR23346174,,
SAMN33100434_SRR23346193_cf,prjna931830,SRR23346193,SAMN33100434,SRR23346193,,
SAMN33100632_SRR23346232_cf,prjna931830,SRR23346232,SAMN33100632,SRR23346232,,
SAMN33100541_SRR23346165_cf,prjna931830,SRR23346165,SAMN33100541,SRR23346165,,
SAMN33100610_SRR23346256_cf,prjna931830,SRR23346256,SAMN33100610,SRR23346256,,
SAMN33100496_SRR23346149_cf,prjna931830,SRR23346149,SAMN33100496,SRR23346149,,
SAMN33100563_SRR23346124_cf,prjna931830,SRR23346124,SAMN33100563,SRR23346124,,
SAMN33100645_SRR23346218_cf,prjna931830,SRR23346218,SAMN33100645,SRR23346218,,
SAMN33100542_SRR23346147_cf,prjna931830,SRR23346147,SAMN33100542,SRR23346147,,
SAMN33100548_SRR23346140_cf,prjna931830,SRR23346140,SAMN33100548,SRR23346140,,
SAMN33100493_SRR23346152_cf,prjna931830,SRR23346152,SAMN33100493,SRR23346152,,
SAMN33100580_SRR23346105_cf,prjna931830,SRR23346105,SAMN33100580,SRR23346105,,
SAMN33100477_SRR23346081_cf,prjna931830,SRR23346081,SAMN33100477,SRR23346081,,
SAMN33100504_SRR23346278_cf,prjna931830,SRR23346278,SAMN33100504,SRR23346278,,
SAMN33100602_SRR23346056_cf,prjna931830,SRR23346056,SAMN33100602,SRR23346056,,
SAMN33100586_SRR23346075_cf,prjna931830,SRR23346075,SAMN33100586,SRR23346075,,
SAMN33100549_SRR23346139_cf,prjna931830,SRR23346139,SAMN33100549,SRR23346139,,
SAMN33100599_SRR23346059_cf,prjna931830,SRR23346059,SAMN33100599,SRR23346059,,
SAMN33100598_SRR23346060_cf,prjna931830,SRR23346060,SAMN33100598,SRR23346060,,
SAMN33100625_SRR23346240_cf,prjna931830,SRR23346240,SAMN33100625,SRR23346240,,
SAMN33100451_SRR23346037_cf,prjna931830,SRR23346037,SAMN33100451,SRR23346037,,
SAMN33100485_SRR23346161_cf,prjna931830,SRR23346161,SAMN33100485,SRR23346161,,
SAMN33100482_SRR23346164_cf,prjna931830,SRR23346164,SAMN33100482,SRR23346164,,
SAMN33100475_SRR23346083_cf,prjna931830,SRR23346083,SAMN33100475,SRR23346083,,
SAMN33100520_SRR23346188_cf,prjna931830,SRR23346188,SAMN33100520,SRR23346188,,
SAMN33100521_SRR23346187_cf,prjna931830,SRR23346187,SAMN33100521,SRR23346187,,
SAMN33100595_SRR23346065_cf,prjna931830,SRR23346065,SAMN33100595,SRR23346065,,
SAMN33100592_SRR23346068_cf,prjna931830,SRR23346068,SAMN33100592,SRR23346068,,
SAMN33100547_SRR23346142_cf,prjna931830,SRR23346142,SAMN33100547,SRR23346142,,
SAMN33100551_SRR23346137_cf,prjna931830,SRR23346137,SAMN33100551,SRR23346137,,
SAMN33100431_SRR23346196_cf,prjna931830,SRR23346196,SAMN33100431,SRR23346196,,
SAMN33100425_SRR23346203_cf,prjna931830,SRR23346203,SAMN33100425,SRR23346203,,
SAMN33100510_SRR23346271_cf,prjna931830,SRR23346271,SAMN33100510,SRR23346271,,
SAMN33100622_SRR23346243_cf,prjna931830,SRR23346243,SAMN33100622,SRR23346243,,
SAMN33100465_SRR23346094_cf,prjna931830,SRR23346094,SAMN33100465,SRR23346094,,
SAMN33100525_SRR23346183_cf,prjna931830,SRR23346183,SAMN33100525,SRR23346183,,
SAMN33100564_SRR23346123_cf,prjna931830,SRR23346123,SAMN33100564,SRR23346123,,
SAMN33100651_SRR23346211_cf,prjna931830,SRR23346211,SAMN33100651,SRR23346211,,
SAMN33100648_SRR23346214_cf,prjna931830,SRR23346214,SAMN33100648,SRR23346214,,
SAMN33100579_SRR23346106_cf,prjna931830,SRR23346106,SAMN33100579,SRR23346106,,
SAMN33100638_SRR23346225_cf,prjna931830,SRR23346225,SAMN33100638,SRR23346225,,
SAMN33100428_SRR23346199_cf,prjna931830,SRR23346199,SAMN33100428,SRR23346199,,
SAMN33100612_SRR23346254_cf,prjna931830,SRR23346254,SAMN33100612,SRR23346254,,
SAMN33100404_SRR23346030_cf,prjna931830,SRR23346030,SAMN33100404,SRR23346030,,
SAMN33100450_SRR23346038_cf,prjna931830,SRR23346038,SAMN33100450,SRR23346038,,
SAMN33100619_SRR23346246_cf,prjna931830,SRR23346246,SAMN33100619,SRR23346246,,
SAMN33100635_SRR23346229_cf,prjna931830,SRR23346229,SAMN33100635,SRR23346229,,
SAMN33100443_SRR23346046_cf,prjna931830,SRR23346046,SAMN33100443,SRR23346046,,
SAMN33100489_SRR23346156_cf,prjna931830,SRR23346156,SAMN33100489,SRR23346156,,
SAMN33100577_SRR23346109_cf,prjna931830,SRR23346109,SAMN33100577,SRR23346109,,
SAMN33100436_SRR23346191_cf,prjna931830,SRR23346191,SAMN33100436,SRR23346191,,
SAMN33100500_SRR23346282_cf,prjna931830,SRR23346282,SAMN33100500,SRR23346282,,
SAMN33100641_SRR23346222_cf,prjna931830,SRR23346222,SAMN33100641,SRR23346222,,
SAMN33100589_SRR23346071_cf,prjna931830,SRR23346071,SAMN33100589,SRR23346071,,
SAMN33100440_SRR23346049_cf,prjna931830,SRR23346049,SAMN33100440,SRR23346049,,
SAMN33100631_SRR23346233_cf,prjna931830,SRR23346233,SAMN33100631,SRR23346233,,
SAMN33100513_SRR23346268_cf,prjna931830,SRR23346268,SAMN33100513,SRR23346268,,
