sample,bioproject,group,biosample,acc,fastq_1,fastq_2,fna
SAMEA4888817_ERR2785366_cf,prjeb28553,ERR2785366,SAMEA4888817,ERR2785366,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785366/SAMEA4888817_ERR2785366_cf/readdownload/ERR2785366.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785366/SAMEA4888817_ERR2785366_cf/megahit/SAMEA4888817_ERR2785366_cf.contigs.fa.gz
SAMEA4888967_ERR2785515_cf,prjeb28553,ERR2785515,SAMEA4888967,ERR2785515,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785515/SAMEA4888967_ERR2785515_cf/readdownload/ERR2785515.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785515/SAMEA4888967_ERR2785515_cf/megahit/SAMEA4888967_ERR2785515_cf.contigs.fa.gz
SAMEA4888840_ERR2785389_cf,prjeb28553,ERR2785389,SAMEA4888840,ERR2785389,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785389/SAMEA4888840_ERR2785389_cf/readdownload/ERR2785389.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785389/SAMEA4888840_ERR2785389_cf/megahit/SAMEA4888840_ERR2785389_cf.contigs.fa.gz
SAMEA4888871_ERR2785420_cf,prjeb28553,ERR2785420,SAMEA4888871,ERR2785420,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785420/SAMEA4888871_ERR2785420_cf/readdownload/ERR2785420.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785420/SAMEA4888871_ERR2785420_cf/megahit/SAMEA4888871_ERR2785420_cf.contigs.fa.gz
SAMEA4888805_ERR2785354_cf,prjeb28553,ERR2785354,SAMEA4888805,ERR2785354,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785354/SAMEA4888805_ERR2785354_cf/readdownload/ERR2785354.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785354/SAMEA4888805_ERR2785354_cf/megahit/SAMEA4888805_ERR2785354_cf.contigs.fa.gz
SAMEA4888944_ERR2785492_cf,prjeb28553,ERR2785492,SAMEA4888944,ERR2785492,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785492/SAMEA4888944_ERR2785492_cf/readdownload/ERR2785492.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785492/SAMEA4888944_ERR2785492_cf/megahit/SAMEA4888944_ERR2785492_cf.contigs.fa.gz
SAMEA4888914_ERR2785463_cf,prjeb28553,ERR2785463,SAMEA4888914,ERR2785463,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785463/SAMEA4888914_ERR2785463_cf/readdownload/ERR2785463.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785463/SAMEA4888914_ERR2785463_cf/megahit/SAMEA4888914_ERR2785463_cf.contigs.fa.gz
SAMEA4888856_ERR2785405_cf,prjeb28553,ERR2785405,SAMEA4888856,ERR2785405,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785405/SAMEA4888856_ERR2785405_cf/readdownload/ERR2785405.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785405/SAMEA4888856_ERR2785405_cf/megahit/SAMEA4888856_ERR2785405_cf.contigs.fa.gz
SAMEA4888834_ERR2785383_cf,prjeb28553,ERR2785383,SAMEA4888834,ERR2785383,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785383/SAMEA4888834_ERR2785383_cf/readdownload/ERR2785383.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785383/SAMEA4888834_ERR2785383_cf/megahit/SAMEA4888834_ERR2785383_cf.contigs.fa.gz
SAMEA4888981_ERR2785529_cf,prjeb28553,ERR2785529,SAMEA4888981,ERR2785529,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785529/SAMEA4888981_ERR2785529_cf/readdownload/ERR2785529.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785529/SAMEA4888981_ERR2785529_cf/megahit/SAMEA4888981_ERR2785529_cf.contigs.fa.gz
SAMEA4888804_ERR2785353_cf,prjeb28553,ERR2785353,SAMEA4888804,ERR2785353,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785353/SAMEA4888804_ERR2785353_cf/readdownload/ERR2785353.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785353/SAMEA4888804_ERR2785353_cf/megahit/SAMEA4888804_ERR2785353_cf.contigs.fa.gz
SAMEA4888980_ERR2785528_cf,prjeb28553,ERR2785528,SAMEA4888980,ERR2785528,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785528/SAMEA4888980_ERR2785528_cf/readdownload/ERR2785528.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785528/SAMEA4888980_ERR2785528_cf/megahit/SAMEA4888980_ERR2785528_cf.contigs.fa.gz
SAMEA4888861_ERR2785410_cf,prjeb28553,ERR2785410,SAMEA4888861,ERR2785410,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785410/SAMEA4888861_ERR2785410_cf/readdownload/ERR2785410.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785410/SAMEA4888861_ERR2785410_cf/megahit/SAMEA4888861_ERR2785410_cf.contigs.fa.gz
SAMEA4888864_ERR2785413_cf,prjeb28553,ERR2785413,SAMEA4888864,ERR2785413,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785413/SAMEA4888864_ERR2785413_cf/readdownload/ERR2785413.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785413/SAMEA4888864_ERR2785413_cf/megahit/SAMEA4888864_ERR2785413_cf.contigs.fa.gz
SAMEA4888886_ERR2785435_cf,prjeb28553,ERR2785435,SAMEA4888886,ERR2785435,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785435/SAMEA4888886_ERR2785435_cf/readdownload/ERR2785435.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785435/SAMEA4888886_ERR2785435_cf/megahit/SAMEA4888886_ERR2785435_cf.contigs.fa.gz
SAMEA4888943_ERR2785491_cf,prjeb28553,ERR2785491,SAMEA4888943,ERR2785491,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785491/SAMEA4888943_ERR2785491_cf/readdownload/ERR2785491.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785491/SAMEA4888943_ERR2785491_cf/megahit/SAMEA4888943_ERR2785491_cf.contigs.fa.gz
SAMEA4888874_ERR2785423_cf,prjeb28553,ERR2785423,SAMEA4888874,ERR2785423,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785423/SAMEA4888874_ERR2785423_cf/readdownload/ERR2785423.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785423/SAMEA4888874_ERR2785423_cf/megahit/SAMEA4888874_ERR2785423_cf.contigs.fa.gz
SAMEA4888975_ERR2785523_cf,prjeb28553,ERR2785523,SAMEA4888975,ERR2785523,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785523/SAMEA4888975_ERR2785523_cf/readdownload/ERR2785523.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785523/SAMEA4888975_ERR2785523_cf/megahit/SAMEA4888975_ERR2785523_cf.contigs.fa.gz
SAMEA4888898_ERR2785447_cf,prjeb28553,ERR2785447,SAMEA4888898,ERR2785447,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785447/SAMEA4888898_ERR2785447_cf/readdownload/ERR2785447.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785447/SAMEA4888898_ERR2785447_cf/megahit/SAMEA4888898_ERR2785447_cf.contigs.fa.gz
SAMEA4888802_ERR2785351_cf,prjeb28553,ERR2785351,SAMEA4888802,ERR2785351,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785351/SAMEA4888802_ERR2785351_cf/readdownload/ERR2785351.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785351/SAMEA4888802_ERR2785351_cf/megahit/SAMEA4888802_ERR2785351_cf.contigs.fa.gz
SAMEA4888795_ERR2785344_cf,prjeb28553,ERR2785344,SAMEA4888795,ERR2785344,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785344/SAMEA4888795_ERR2785344_cf/readdownload/ERR2785344.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785344/SAMEA4888795_ERR2785344_cf/megahit/SAMEA4888795_ERR2785344_cf.contigs.fa.gz
SAMEA4888939_ERR2785487_cf,prjeb28553,ERR2785487,SAMEA4888939,ERR2785487,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785487/SAMEA4888939_ERR2785487_cf/readdownload/ERR2785487.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785487/SAMEA4888939_ERR2785487_cf/megahit/SAMEA4888939_ERR2785487_cf.contigs.fa.gz
SAMEA4888929_ERR2785477_cf,prjeb28553,ERR2785477,SAMEA4888929,ERR2785477,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785477/SAMEA4888929_ERR2785477_cf/readdownload/ERR2785477.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785477/SAMEA4888929_ERR2785477_cf/megahit/SAMEA4888929_ERR2785477_cf.contigs.fa.gz
SAMEA4888839_ERR2785388_cf,prjeb28553,ERR2785388,SAMEA4888839,ERR2785388,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785388/SAMEA4888839_ERR2785388_cf/readdownload/ERR2785388.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785388/SAMEA4888839_ERR2785388_cf/megahit/SAMEA4888839_ERR2785388_cf.contigs.fa.gz
SAMEA4888806_ERR2785355_cf,prjeb28553,ERR2785355,SAMEA4888806,ERR2785355,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785355/SAMEA4888806_ERR2785355_cf/readdownload/ERR2785355.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785355/SAMEA4888806_ERR2785355_cf/megahit/SAMEA4888806_ERR2785355_cf.contigs.fa.gz
SAMEA4888801_ERR2785350_cf,prjeb28553,ERR2785350,SAMEA4888801,ERR2785350,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785350/SAMEA4888801_ERR2785350_cf/readdownload/ERR2785350.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785350/SAMEA4888801_ERR2785350_cf/megahit/SAMEA4888801_ERR2785350_cf.contigs.fa.gz
SAMEA4888953_ERR2785501_cf,prjeb28553,ERR2785501,SAMEA4888953,ERR2785501,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785501/SAMEA4888953_ERR2785501_cf/readdownload/ERR2785501.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785501/SAMEA4888953_ERR2785501_cf/megahit/SAMEA4888953_ERR2785501_cf.contigs.fa.gz
SAMEA4888867_ERR2785416_cf,prjeb28553,ERR2785416,SAMEA4888867,ERR2785416,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785416/SAMEA4888867_ERR2785416_cf/readdownload/ERR2785416.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785416/SAMEA4888867_ERR2785416_cf/megahit/SAMEA4888867_ERR2785416_cf.contigs.fa.gz
SAMEA4888853_ERR2785402_cf,prjeb28553,ERR2785402,SAMEA4888853,ERR2785402,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785402/SAMEA4888853_ERR2785402_cf/readdownload/ERR2785402.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785402/SAMEA4888853_ERR2785402_cf/megahit/SAMEA4888853_ERR2785402_cf.contigs.fa.gz
SAMEA4888824_ERR2785373_cf,prjeb28553,ERR2785373,SAMEA4888824,ERR2785373,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785373/SAMEA4888824_ERR2785373_cf/readdownload/ERR2785373.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785373/SAMEA4888824_ERR2785373_cf/megahit/SAMEA4888824_ERR2785373_cf.contigs.fa.gz
SAMEA4888816_ERR2785365_cf,prjeb28553,ERR2785365,SAMEA4888816,ERR2785365,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785365/SAMEA4888816_ERR2785365_cf/readdownload/ERR2785365.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785365/SAMEA4888816_ERR2785365_cf/megahit/SAMEA4888816_ERR2785365_cf.contigs.fa.gz
SAMEA4888934_ERR2785482_cf,prjeb28553,ERR2785482,SAMEA4888934,ERR2785482,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785482/SAMEA4888934_ERR2785482_cf/readdownload/ERR2785482.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785482/SAMEA4888934_ERR2785482_cf/megahit/SAMEA4888934_ERR2785482_cf.contigs.fa.gz
SAMEA4888911_ERR2785460_cf,prjeb28553,ERR2785460,SAMEA4888911,ERR2785460,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785460/SAMEA4888911_ERR2785460_cf/readdownload/ERR2785460.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785460/SAMEA4888911_ERR2785460_cf/megahit/SAMEA4888911_ERR2785460_cf.contigs.fa.gz
SAMEA4888912_ERR2785461_cf,prjeb28553,ERR2785461,SAMEA4888912,ERR2785461,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785461/SAMEA4888912_ERR2785461_cf/readdownload/ERR2785461.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785461/SAMEA4888912_ERR2785461_cf/megahit/SAMEA4888912_ERR2785461_cf.contigs.fa.gz
SAMEA4888832_ERR2785381_cf,prjeb28553,ERR2785381,SAMEA4888832,ERR2785381,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785381/SAMEA4888832_ERR2785381_cf/readdownload/ERR2785381.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785381/SAMEA4888832_ERR2785381_cf/megahit/SAMEA4888832_ERR2785381_cf.contigs.fa.gz
SAMEA4888872_ERR2785421_cf,prjeb28553,ERR2785421,SAMEA4888872,ERR2785421,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785421/SAMEA4888872_ERR2785421_cf/readdownload/ERR2785421.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785421/SAMEA4888872_ERR2785421_cf/megahit/SAMEA4888872_ERR2785421_cf.contigs.fa.gz
SAMEA4888986_ERR2785534_cf,prjeb28553,ERR2785534,SAMEA4888986,ERR2785534,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785534/SAMEA4888986_ERR2785534_cf/readdownload/ERR2785534.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785534/SAMEA4888986_ERR2785534_cf/megahit/SAMEA4888986_ERR2785534_cf.contigs.fa.gz
SAMEA4888972_ERR2785520_cf,prjeb28553,ERR2785520,SAMEA4888972,ERR2785520,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785520/SAMEA4888972_ERR2785520_cf/readdownload/ERR2785520.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785520/SAMEA4888972_ERR2785520_cf/megahit/SAMEA4888972_ERR2785520_cf.contigs.fa.gz
SAMEA4888833_ERR2785382_cf,prjeb28553,ERR2785382,SAMEA4888833,ERR2785382,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785382/SAMEA4888833_ERR2785382_cf/readdownload/ERR2785382.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785382/SAMEA4888833_ERR2785382_cf/megahit/SAMEA4888833_ERR2785382_cf.contigs.fa.gz
SAMEA4888850_ERR2785399_cf,prjeb28553,ERR2785399,SAMEA4888850,ERR2785399,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785399/SAMEA4888850_ERR2785399_cf/readdownload/ERR2785399.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785399/SAMEA4888850_ERR2785399_cf/megahit/SAMEA4888850_ERR2785399_cf.contigs.fa.gz
SAMEA4888958_ERR2785506_cf,prjeb28553,ERR2785506,SAMEA4888958,ERR2785506,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785506/SAMEA4888958_ERR2785506_cf/readdownload/ERR2785506.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785506/SAMEA4888958_ERR2785506_cf/megahit/SAMEA4888958_ERR2785506_cf.contigs.fa.gz
SAMEA4888875_ERR2785424_cf,prjeb28553,ERR2785424,SAMEA4888875,ERR2785424,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785424/SAMEA4888875_ERR2785424_cf/readdownload/ERR2785424.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785424/SAMEA4888875_ERR2785424_cf/megahit/SAMEA4888875_ERR2785424_cf.contigs.fa.gz
SAMEA4888815_ERR2785364_cf,prjeb28553,ERR2785364,SAMEA4888815,ERR2785364,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785364/SAMEA4888815_ERR2785364_cf/readdownload/ERR2785364.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785364/SAMEA4888815_ERR2785364_cf/megahit/SAMEA4888815_ERR2785364_cf.contigs.fa.gz
SAMEA4888892_ERR2785441_cf,prjeb28553,ERR2785441,SAMEA4888892,ERR2785441,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785441/SAMEA4888892_ERR2785441_cf/readdownload/ERR2785441.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785441/SAMEA4888892_ERR2785441_cf/megahit/SAMEA4888892_ERR2785441_cf.contigs.fa.gz
SAMEA4888831_ERR2785380_cf,prjeb28553,ERR2785380,SAMEA4888831,ERR2785380,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785380/SAMEA4888831_ERR2785380_cf/readdownload/ERR2785380.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785380/SAMEA4888831_ERR2785380_cf/megahit/SAMEA4888831_ERR2785380_cf.contigs.fa.gz
SAMEA4888822_ERR2785371_cf,prjeb28553,ERR2785371,SAMEA4888822,ERR2785371,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785371/SAMEA4888822_ERR2785371_cf/readdownload/ERR2785371.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785371/SAMEA4888822_ERR2785371_cf/megahit/SAMEA4888822_ERR2785371_cf.contigs.fa.gz
SAMEA4888925_ERR2785473_cf,prjeb28553,ERR2785473,SAMEA4888925,ERR2785473,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785473/SAMEA4888925_ERR2785473_cf/readdownload/ERR2785473.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785473/SAMEA4888925_ERR2785473_cf/megahit/SAMEA4888925_ERR2785473_cf.contigs.fa.gz
SAMEA4888865_ERR2785414_cf,prjeb28553,ERR2785414,SAMEA4888865,ERR2785414,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785414/SAMEA4888865_ERR2785414_cf/readdownload/ERR2785414.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785414/SAMEA4888865_ERR2785414_cf/megahit/SAMEA4888865_ERR2785414_cf.contigs.fa.gz
SAMEA4888868_ERR2785417_cf,prjeb28553,ERR2785417,SAMEA4888868,ERR2785417,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785417/SAMEA4888868_ERR2785417_cf/readdownload/ERR2785417.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785417/SAMEA4888868_ERR2785417_cf/megahit/SAMEA4888868_ERR2785417_cf.contigs.fa.gz
SAMEA4888959_ERR2785507_cf,prjeb28553,ERR2785507,SAMEA4888959,ERR2785507,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785507/SAMEA4888959_ERR2785507_cf/readdownload/ERR2785507.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785507/SAMEA4888959_ERR2785507_cf/megahit/SAMEA4888959_ERR2785507_cf.contigs.fa.gz
SAMEA4888978_ERR2785526_cf,prjeb28553,ERR2785526,SAMEA4888978,ERR2785526,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785526/SAMEA4888978_ERR2785526_cf/readdownload/ERR2785526.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785526/SAMEA4888978_ERR2785526_cf/megahit/SAMEA4888978_ERR2785526_cf.contigs.fa.gz
SAMEA4888984_ERR2785532_cf,prjeb28553,ERR2785532,SAMEA4888984,ERR2785532,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785532/SAMEA4888984_ERR2785532_cf/readdownload/ERR2785532.deacon.fastq.gz,,/mmfs1/gscratch/pedslabs_hoffman/carsonjm/CFPhageome/results/uhvdb/assemble/prjeb28553/ERR2785532/SAMEA4888984_ERR2785532_cf/megahit/SAMEA4888984_ERR2785532_cf.contigs.fa.gz
